timestamp,heart_rate,spo2,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,latitude,longitude,speed,activity,tamper,sos,scenario
2026-01-04 17:48:24,93.45,96.98,0.736,-0.72,-0.089,-4.629,-16.854,9.49,12.947394,77.582235,3.699,walking,0,0,normal_walking
2026-01-04 17:48:36,86.7,97.67,0.24,-1.018,-0.452,-11.397,-11.229,7.691,12.94837,77.582024,3.027,walking,0,0,normal_walking
2026-01-04 17:48:48,90.4,99.45,0.577,-0.723,-0.254,-5.508,-16.43,8.729,12.947625,77.581893,3.299,walking,0,0,normal_walking
2026-01-04 17:49:00,88.95,98.14,0.357,-0.717,-0.591,-9.801,-11.15,11.828,12.948308,77.581923,5.177,walking,0,0,normal_walking
2026-01-04 17:49:12,96.65,99.27,0.234,-0.897,-0.405,-13.806,-9.863,7.929,12.947777,77.581748,2.541,walking,0,0,normal_walking
2026-01-04 17:49:24,92.18,98.48,0.179,-0.811,-0.502,-11.395,-12.056,7.32,12.947686,77.582289,3.551,walking,0,0,normal_walking
2026-01-04 17:49:36,101.6,97.42,-0.058,-0.581,-0.603,-14.396,-13.537,10.952,12.948274,77.581286,2.079,walking,0,0,normal_walking
2026-01-04 17:49:48,103.37,97.6,-0.218,-0.673,-0.806,-18.976,-14.802,6.305,12.948359,77.581094,3.49,walking,0,0,normal_walking
2026-01-04 17:50:00,83.61,98.41,-0.165,-0.493,-0.81,-15.314,-15.059,10.296,12.94798,77.58132,2.686,walking,0,0,normal_walking
2026-01-04 17:50:12,91.39,99.1,-0.517,-0.055,-0.763,-15.813,-17.175,5.125,12.94728,77.58236,4.227,walking,0,0,normal_walking
2026-01-04 17:50:24,90.35,96.72,-0.864,-0.244,-0.89,-13.148,-14.566,9.652,12.947701,77.581188,2.066,walking,0,0,normal_walking
2026-01-04 17:50:36,85.28,98.27,-1.013,0.042,-0.931,-12.847,-15.706,5.954,12.948298,77.581096,2.19,walking,0,0,normal_walking
2026-01-04 17:50:48,98.59,97.5,-1.052,-0.148,-0.827,-22.3,-11.852,8.873,12.948071,77.582064,0.746,walking,0,0,normal_walking
2026-01-04 17:51:00,75.63,97.68,-0.802,-0.143,-0.688,-13.104,-8.512,6.564,12.948148,77.58116,1.891,walking,0,0,normal_walking
2026-01-04 17:51:12,94.62,98.3,-0.868,0.306,-0.988,-16.75,-13.864,5.988,12.947363,77.582096,3.08,walking,0,0,normal_walking
2026-01-04 17:51:24,85.26,98.12,-1.096,0.204,-0.616,-22.247,-9.841,3.716,12.947225,77.582092,3.07,walking,0,0,normal_walking
2026-01-04 17:51:36,88.03,98.83,-1.272,0.594,-0.946,-18.372,-10.223,5.714,12.948221,77.581658,1.266,walking,0,0,normal_walking
2026-01-04 17:51:48,89.42,97.42,-1.423,0.349,-0.73,-17.662,-10.655,1.877,12.94815,77.582261,4.034,walking,0,0,normal_walking
2026-01-04 17:52:00,81.62,98.25,-1.138,0.501,-0.761,-19.023,-3.989,-0.742,12.947626,77.582161,3.638,walking,0,0,normal_walking
2026-01-04 17:52:12,94.71,98.24,-1.246,0.567,-0.82,-17.498,-0.095,0.794,12.947953,77.582115,3.69,walking,0,0,normal_walking
2026-01-04 17:52:24,109.06,97.96,-1.147,0.545,-0.558,-17.065,-0.898,-2.333,12.947927,77.58178,3.083,walking,0,0,normal_walking
2026-01-04 17:52:36,107.77,97.02,-1.672,0.515,-0.801,-9.469,-1.199,-2.505,12.94771,77.581223,2.021,walking,0,0,normal_walking
2026-01-04 17:52:48,89.18,97.76,-1.194,0.574,-0.741,-15.115,1.084,-5.77,12.947472,77.582172,3.377,walking,0,0,normal_walking
2026-01-04 17:53:00,104.74,97.72,-1.653,1.089,-0.519,-6.733,1.391,-5.236,12.947565,77.581648,2.728,walking,0,0,normal_walking
2026-01-04 17:53:12,83.73,97.93,-1.172,1.025,-0.335,-8.129,1.898,-2.286,12.947549,77.581679,4.266,walking,0,0,normal_walking
2026-01-04 17:53:24,86.69,98.11,-1.646,1.039,-0.338,-6.111,1.748,-6.094,12.947258,77.582056,1.371,walking,0,0,normal_walking
2026-01-04 17:53:36,99.86,97.04,-1.136,0.903,-0.183,-7.848,3.056,-7.598,12.947891,77.581487,2.845,walking,0,0,normal_walking
2026-01-04 17:53:48,72.0,98.24,-1.56,0.948,-0.092,-8.281,10.136,-6.623,12.948157,77.581752,2.982,walking,0,0,normal_walking
2026-01-04 17:54:00,102.29,97.45,-1.054,0.994,-0.107,1.373,3.777,-6.353,12.948241,77.582102,3.039,walking,0,0,normal_walking
2026-01-04 17:54:12,81.3,98.31,-1.423,1.221,-0.156,-2.588,8.861,-6.413,12.948055,77.581086,3.577,walking,0,0,normal_walking
2026-01-04 17:54:24,87.89,97.91,-0.969,0.993,0.097,1.549,10.226,-8.687,12.947714,77.581713,3.058,walking,0,0,normal_walking
2026-01-04 17:54:36,85.18,99.35,-0.947,1.16,-0.026,-0.255,6.726,-7.204,12.947173,77.582218,1.666,walking,0,0,normal_walking
2026-01-04 17:54:48,99.5,97.77,-0.944,1.318,0.211,7.449,8.825,-8.909,12.947747,77.581045,2.194,walking,0,0,normal_walking
2026-01-04 17:55:00,95.27,99.04,-1.049,1.019,0.096,1.674,14.918,-11.445,12.947473,77.581535,2.554,walking,0,0,normal_walking
2026-01-04 17:55:12,92.51,97.43,-0.804,1.0,0.186,8.973,12.267,-10.863,12.947137,77.582074,3.134,walking,0,0,normal_walking
2026-01-04 17:55:24,92.23,98.03,-0.588,1.171,0.238,3.964,15.769,-9.985,12.947595,77.582093,2.821,walking,0,0,normal_walking
2026-01-04 17:55:36,96.14,99.56,-0.541,1.004,0.457,14.532,12.223,-8.78,12.947341,77.581594,4.261,walking,0,0,normal_walking
2026-01-04 17:55:48,82.6,97.65,-0.371,1.204,0.571,7.607,12.514,-6.485,12.947746,77.581215,3.031,walking,0,0,normal_walking
2026-01-04 17:56:00,85.95,98.36,-0.132,0.721,0.363,10.285,13.799,-7.227,12.947505,77.581874,2.248,walking,0,0,normal_walking
2026-01-04 17:56:12,98.02,97.75,-0.353,0.673,0.791,16.342,10.188,-7.618,12.947353,77.58124,2.729,walking,0,0,normal_walking
2026-01-04 17:56:24,88.34,96.17,0.043,0.648,0.554,17.385,11.499,-7.444,12.947246,77.582415,1.996,walking,0,0,normal_walking
2026-01-04 17:56:36,100.35,97.3,0.328,0.892,0.495,17.421,10.31,-6.382,12.947442,77.581028,3.945,walking,0,0,normal_walking
2026-01-04 17:56:48,87.24,99.12,0.476,0.613,0.856,12.759,15.004,-5.258,12.947176,77.581251,3.969,walking,0,0,normal_walking
2026-01-04 17:57:00,91.94,97.72,0.383,0.615,0.93,21.635,14.56,-6.323,12.948099,77.58229,3.385,walking,0,0,normal_walking
2026-01-04 17:57:12,85.26,97.95,0.641,0.398,0.609,20.931,12.126,-1.827,12.947609,77.581601,4.238,walking,0,0,normal_walking
2026-01-04 17:57:24,95.74,98.5,0.668,0.352,0.961,15.776,16.249,-5.33,12.947126,77.582536,3.313,walking,0,0,normal_walking
2026-01-04 17:57:36,88.51,97.57,0.787,0.361,0.87,21.469,11.077,-2.877,12.947401,77.582591,2.148,walking,0,0,normal_walking
2026-01-04 17:57:48,99.7,98.04,0.949,0.507,0.885,22.372,9.004,-0.487,12.947189,77.581085,2.408,walking,0,0,normal_walking
2026-01-04 17:58:00,98.37,98.91,1.073,0.106,0.666,13.012,14.007,-1.628,12.947188,77.581176,3.79,walking,0,0,normal_walking
2026-01-04 17:58:12,95.05,97.44,0.964,0.194,0.89,21.851,12.173,-0.966,12.947544,77.582154,2.085,walking,0,0,normal_walking
2026-01-04 17:58:24,86.23,98.48,1.116,-0.153,0.946,16.552,5.113,3.315,12.947778,77.581522,2.075,walking,0,0,normal_walking
2026-01-04 17:58:36,81.81,99.27,1.456,-0.248,0.588,16.196,10.259,-0.511,12.947721,77.582045,3.366,walking,0,0,normal_walking
2026-01-04 17:58:48,97.69,96.49,1.139,-0.146,0.76,17.092,3.512,2.877,12.947112,77.582504,2.116,walking,0,0,normal_walking
2026-01-04 17:59:00,76.83,97.51,1.527,-0.177,0.749,19.169,0.817,4.901,12.947079,77.581363,3.335,walking,0,0,normal_walking
2026-01-04 17:59:12,89.17,96.84,1.454,-0.185,0.596,10.468,2.203,5.922,12.947633,77.581354,2.733,walking,0,0,normal_walking
2026-01-04 17:59:24,93.32,99.0,1.402,-0.268,0.546,12.64,-0.519,6.711,12.947923,77.582558,3.131,walking,0,0,normal_walking
2026-01-04 17:59:36,95.27,99.59,1.215,-0.289,0.604,13.274,1.573,8.16,12.947196,77.582107,4.017,walking,0,0,normal_walking
2026-01-04 17:59:48,100.38,97.86,1.477,-0.825,0.419,12.882,-4.384,4.417,12.947013,77.581768,2.457,walking,0,0,normal_walking
2026-01-04 18:00:00,92.55,99.0,1.198,-0.664,0.318,11.79,-4.688,4.746,12.948086,77.582551,3.031,walking,0,0,normal_walking
2026-01-04 18:00:12,97.04,97.99,1.467,-0.844,0.41,6.429,-1.843,5.864,12.947791,77.582608,1.659,walking,0,0,normal_walking
2026-01-04 18:00:24,89.04,98.27,1.536,-0.921,0.149,8.017,-3.314,5.745,12.947298,77.581307,2.439,walking,0,0,normal_walking
2026-01-04 18:00:36,88.23,97.04,1.33,-0.731,0.015,-1.491,-2.791,8.789,12.947507,77.582479,0.961,walking,0,0,normal_walking
2026-01-04 18:00:48,96.2,97.76,0.979,-0.907,0.26,-0.275,-5.969,9.636,12.947265,77.581935,2.773,walking,0,0,normal_walking
2026-01-04 18:01:00,104.19,99.09,1.382,-0.9,0.142,0.3,-8.204,11.289,12.947521,77.582359,3.102,walking,0,0,normal_walking
2026-01-04 18:01:12,103.92,98.36,0.863,-1.016,-0.267,-2.604,-10.682,7.753,12.947313,77.581769,2.98,walking,0,0,normal_walking
2026-01-04 18:01:24,94.26,98.01,1.21,-0.799,-0.056,-2.623,-6.759,6.364,12.947445,77.582327,1.09,walking,0,0,normal_walking
2026-01-04 18:01:36,97.67,96.75,0.969,-1.0,-0.369,-1.558,-13.333,9.872,12.948082,77.582157,3.375,walking,0,0,normal_walking
2026-01-04 18:01:48,85.65,96.81,0.587,-1.087,-0.33,-2.091,-6.846,6.756,12.947022,77.581176,2.82,walking,0,0,normal_walking
2026-01-04 18:02:00,97.13,96.55,0.548,-1.305,-0.22,-10.12,-14.41,8.06,12.947453,77.581812,2.966,walking,0,0,normal_walking
2026-01-04 18:02:12,90.0,97.45,-4.777,4.755,5.46,38.863,49.135,0.331,12.94725,77.582026,7.282,tampering,1,0,tampering
2026-01-04 18:02:24,123.47,91.79,-2.057,6.115,5.052,51.565,60.188,-37.045,12.948049,77.581373,6.208,tampering,1,0,tampering
2026-01-04 18:02:36,121.53,97.15,0.158,6.014,5.308,42.539,29.55,-23.213,12.947097,77.581243,5.969,tampering,1,0,tampering
2026-01-04 18:02:48,114.49,98.45,3.387,5.483,4.098,21.429,30.667,-51.167,12.947717,77.582449,5.779,tampering,1,0,tampering
2026-01-04 18:03:00,119.16,93.88,4.697,4.107,2.887,-25.207,2.854,-48.117,12.947454,77.581617,7.047,tampering,1,0,tampering
2026-01-04 18:03:12,120.31,96.38,4.951,2.014,0.678,2.397,-7.226,-21.039,12.947489,77.582752,4.242,tampering,1,0,tampering
2026-01-04 18:03:24,117.03,94.06,5.81,0.303,-0.074,-22.645,-14.833,-37.321,12.947181,77.582214,5.36,tampering,1,0,tampering
2026-01-04 18:03:36,144.65,96.39,5.596,-0.65,-0.681,-32.843,-16.041,-42.245,12.947621,77.582391,4.42,tampering,1,0,tampering
2026-01-04 18:03:48,111.76,94.69,5.623,-1.881,-2.195,-50.756,-17.427,-38.936,12.947993,77.581248,6.389,tampering,1,0,tampering
2026-01-04 18:04:00,131.03,94.99,4.592,-3.354,-1.845,-53.608,-27.324,-9.678,12.947149,77.581212,7.129,tampering,1,0,tampering
2026-01-04 18:04:12,107.38,94.76,3.568,-4.864,-2.867,-53.627,-16.496,-44.332,12.947137,77.582607,7.096,tampering,1,0,tampering
2026-01-04 18:04:24,116.48,94.67,1.912,-5.335,-1.452,-22.536,-55.579,-12.079,12.946895,77.581565,8.286,tampering,1,0,tampering
2026-01-04 18:04:36,107.83,92.24,0.272,-6.376,-1.101,-30.96,-60.097,12.595,12.946893,77.582161,5.372,tampering,1,0,tampering
2026-01-04 18:04:48,122.73,93.83,-1.115,-5.134,-0.06,-56.75,-61.387,-3.256,12.947765,77.581793,10.144,tampering,1,0,tampering
2026-01-04 18:05:00,92.86,94.04,-2.654,-4.615,0.059,-27.825,-33.756,16.298,12.947168,77.582637,6.78,tampering,1,0,tampering
2026-01-04 18:05:12,115.95,91.55,-1.643,-3.096,0.909,-0.293,-44.756,1.822,12.947249,77.582331,8.003,tampering,1,0,tampering
2026-01-04 18:05:24,133.05,96.72,-0.893,-2.311,-0.267,28.364,-29.441,29.136,12.947467,77.582157,4.964,tampering,1,0,tampering
2026-01-04 18:05:36,100.15,94.24,-0.078,-0.568,-0.186,33.906,-21.79,18.579,12.947242,77.582668,4.826,tampering,1,0,tampering
2026-01-04 18:05:48,120.17,92.2,0.916,0.855,-0.122,32.352,-35.676,12.114,12.947862,77.582617,9.175,tampering,1,0,tampering
2026-01-04 18:06:00,90.0,91.16,1.307,2.984,-1.846,40.652,-21.951,51.686,12.947801,77.582375,7.941,tampering,1,0,tampering
2026-01-04 18:06:12,142.5,95.96,1.351,4.591,-2.701,37.563,2.565,31.684,12.947271,77.5816,5.53,tampering,1,0,tampering
2026-01-04 18:06:24,145.06,93.7,2.608,4.718,-3.621,30.671,18.813,43.35,12.947297,77.581513,5.967,tampering,1,0,tampering
2026-01-04 18:06:36,137.04,90.44,0.194,3.884,-3.41,63.894,7.742,36.761,12.947951,77.581733,3.697,tampering,1,0,tampering
2026-01-04 18:06:48,108.52,96.74,0.069,4.204,-3.186,37.292,39.287,42.119,12.947262,77.581667,8.64,tampering,1,0,tampering
2026-01-04 18:07:00,100.03,98.11,-2.056,3.812,-3.483,29.76,21.957,7.4,12.94717,77.581538,4.46,tampering,1,0,tampering
2026-01-04 18:07:12,107.45,92.74,-2.748,2.709,-2.31,38.086,45.508,12.12,12.946947,77.582114,6.157,tampering,1,0,tampering
2026-01-04 18:07:24,119.11,96.92,-4.697,2.184,0.079,5.263,56.174,10.921,12.947858,77.582305,6.401,tampering,1,0,tampering
2026-01-04 18:07:36,90.0,93.69,-5.051,0.731,0.804,-4.552,46.815,-9.795,12.946867,77.582308,4.333,tampering,1,0,tampering
2026-01-04 18:07:48,137.4,96.75,-7.218,-0.23,3.171,17.009,41.672,19.057,12.947293,77.582484,7.924,tampering,1,0,tampering
2026-01-04 18:08:00,113.8,94.97,-7.075,-1.524,3.532,-12.617,34.262,-3.235,12.946877,77.58226,9.683,tampering,1,0,tampering
2026-01-04 18:08:12,113.42,98.21,-5.266,-1.579,4.934,-11.701,45.913,-27.716,12.947963,77.581943,5.023,tampering,1,0,tampering
2026-01-04 18:08:24,138.82,92.69,-5.493,-1.059,4.732,-54.783,5.796,-22.208,12.947405,77.582289,6.552,tampering,1,0,tampering
2026-01-04 18:08:36,120.15,93.32,-2.208,-1.614,4.307,-32.117,15.127,-16.493,12.947154,77.58289,6.376,tampering,1,0,tampering
2026-01-04 18:08:48,119.52,96.47,-0.855,-1.992,4.613,-40.237,20.42,-21.076,12.947076,77.582308,10.8,tampering,1,0,tampering
2026-01-04 18:09:00,90.0,94.99,1.361,-1.214,3.204,-42.632,-18.895,-47.99,12.947976,77.582004,3.948,tampering,1,0,tampering
2026-01-04 18:09:12,94.54,97.58,3.4,-1.254,1.756,-40.734,-16.136,-48.112,12.947615,77.582729,8.074,tampering,1,0,tampering
2026-01-04 18:09:24,122.01,94.82,4.533,-1.074,-0.622,-38.697,-50.131,-48.698,12.947812,77.581873,7.102,tampering,1,0,tampering
2026-01-04 18:09:36,115.96,96.56,7.142,-0.51,-1.678,-33.087,-54.144,-39.93,12.94741,77.582724,6.036,tampering,1,0,tampering
2026-01-04 18:09:48,123.58,91.73,5.847,-0.263,-1.632,-9.892,-37.393,-41.278,12.947699,77.581615,5.98,tampering,1,0,tampering
2026-01-04 18:10:00,105.97,95.35,6.435,-0.705,-2.449,-24.322,-54.395,-38.9,12.947701,77.582646,7.012,tampering,1,0,tampering
2026-01-04 18:10:12,103.2,96.14,4.542,0.041,-2.492,-5.942,-41.003,-2.436,12.947753,77.581875,1.5,tampering,1,0,tampering
2026-01-04 18:10:24,125.4,93.67,3.675,0.389,-2.359,40.543,-16.907,-5.65,12.946884,77.581514,8.684,tampering,1,0,tampering
2026-01-04 18:10:36,118.63,97.01,2.455,-0.85,-1.118,6.331,-30.73,1.975,12.947756,77.582654,5.85,tampering,1,0,tampering
2026-01-04 18:10:48,126.09,94.23,1.298,-2.218,-0.04,51.179,-12.192,6.397,12.947921,77.581376,5.569,tampering,1,0,tampering
2026-01-04 18:11:00,90.85,96.06,-0.375,-2.637,-0.148,61.994,-28.871,-4.368,12.946915,77.582256,4.806,tampering,1,0,tampering
2026-01-04 18:11:12,124.71,96.42,-1.164,-2.922,-0.222,29.677,6.669,5.576,12.946888,77.582704,4.031,tampering,1,0,tampering
2026-01-04 18:11:24,133.03,97.36,-1.454,-1.534,0.569,30.646,-5.988,2.734,12.947799,77.582393,8.157,tampering,1,0,tampering
2026-01-04 18:11:36,142.0,97.25,-1.993,-2.52,0.632,66.237,-10.435,30.747,12.947148,77.582558,7.483,tampering,1,0,tampering
2026-01-04 18:11:48,144.96,95.19,-0.606,-1.463,-0.172,40.11,21.833,40.033,12.947157,77.582163,5.539,tampering,1,0,tampering
2026-01-04 18:12:00,108.56,97.38,-0.799,-0.516,-1.009,17.846,17.376,19.931,12.947663,77.582675,7.106,tampering,1,0,tampering
2026-01-04 18:12:12,112.69,95.52,0.595,-0.026,-1.94,30.645,48.638,33.907,12.947628,77.582886,2.812,tampering,1,0,tampering
2026-01-04 18:12:24,134.25,92.58,2.204,2.034,-3.078,-12.998,30.662,46.919,12.947428,77.581551,8.731,tampering,1,0,tampering
2026-01-04 18:12:36,114.24,98.33,2.585,2.525,-4.006,-6.234,44.548,47.139,12.946732,77.581503,5.984,tampering,1,0,tampering
2026-01-04 18:12:48,109.06,89.57,0.655,4.114,-3.237,0.815,32.567,31.781,12.947314,77.581682,7.609,tampering,1,0,tampering
2026-01-04 18:13:00,98.2,98.86,0.684,3.687,-3.475,-27.641,38.048,41.99,12.946741,77.582536,5.531,tampering,1,0,tampering
2026-01-04 18:13:12,113.81,94.4,-1.495,5.418,-1.571,-64.289,55.222,18.897,12.947555,77.582209,9.017,tampering,1,0,tampering
2026-01-04 18:13:24,122.34,95.24,1.162,-0.514,-0.67,55.987,-33.12,-5.726,12.947502,77.582557,6.615,struggle,0,0,possible_struggle
2026-01-04 18:13:36,117.23,97.34,3.814,-2.995,-0.951,52.202,-52.72,13.128,12.947339,77.582829,10.684,struggle,0,0,possible_struggle
2026-01-04 18:13:48,134.04,94.05,1.803,-2.762,-1.179,21.388,-35.094,17.369,12.947381,77.582501,4.339,struggle,0,0,possible_struggle
2026-01-04 18:14:00,101.03,96.61,2.859,-1.111,-1.999,2.674,-28.338,42.368,12.946991,77.581945,3.473,struggle,0,0,possible_struggle
2026-01-04 18:14:12,128.97,93.29,1.844,-3.261,-1.701,-12.01,-14.176,18.05,12.946819,77.582526,7.295,struggle,0,0,possible_struggle
2026-01-04 18:14:24,129.44,93.26,-0.445,-3.923,-1.028,-24.382,-29.65,22.173,12.947395,77.583032,2.702,struggle,0,0,possible_struggle
2026-01-04 18:14:36,106.87,90.66,2.929,-3.211,-1.282,-38.301,-5.194,27.284,12.946688,77.582814,3.687,struggle,0,0,possible_struggle
2026-01-04 18:14:48,114.7,93.32,-0.759,-1.792,0.916,-41.307,18.332,48.881,12.947216,77.581783,8.37,struggle,0,0,possible_struggle
2026-01-04 18:15:00,126.89,95.06,-1.477,-0.847,1.127,-57.444,9.693,39.379,12.947019,77.583012,4.036,struggle,0,0,possible_struggle
2026-01-04 18:15:12,150.61,93.82,-0.137,-1.703,1.727,-57.218,25.167,38.626,12.946884,77.582572,5.715,struggle,0,0,possible_struggle
2026-01-04 18:15:24,137.95,94.59,-0.224,-1.056,0.476,-34.739,33.458,18.388,12.947482,77.582033,1.625,struggle,0,0,possible_struggle
2026-01-04 18:15:36,126.43,96.42,-2.713,-0.114,0.362,-27.649,29.146,12.919,12.947461,77.581837,6.846,struggle,0,0,possible_struggle
2026-01-04 18:15:48,92.53,97.46,0.48,-1.062,-0.387,-9.797,-14.077,4.282,12.9476,77.582682,2.826,walking,0,0,normal_walking
2026-01-04 18:16:00,99.38,97.29,0.766,-0.816,-0.553,-12.496,-13.171,-1.823,12.947138,77.581699,4.222,walking,0,0,normal_walking
2026-01-04 18:16:12,85.95,97.62,0.708,-0.835,-0.842,-13.823,-9.946,1.53,12.947597,77.581737,2.234,walking,0,0,normal_walking
2026-01-04 18:16:24,96.28,98.18,0.5,-1.055,-0.741,-19.456,-9.627,0.695,12.946984,77.582042,4.086,walking,0,0,normal_walking
2026-01-04 18:16:36,75.5,96.74,-0.021,-0.967,-0.762,-14.161,-14.928,-0.428,12.947454,77.582095,2.418,walking,0,0,normal_walking
2026-01-04 18:16:48,96.01,98.02,0.172,-1.044,-0.779,-14.313,-12.711,-3.139,12.947265,77.582611,1.77,walking,0,0,normal_walking
2026-01-04 18:17:00,94.23,97.86,-0.187,-1.194,-0.906,-14.817,-9.85,-6.926,12.947304,77.582737,3.414,walking,0,0,normal_walking
2026-01-04 18:17:12,91.35,97.92,0.158,-1.065,-0.753,-15.755,-16.116,-4.279,12.947602,77.582739,3.88,walking,0,0,normal_walking
2026-01-04 18:17:24,94.75,97.08,-0.483,-1.052,-0.723,-14.215,-11.164,-3.786,12.947269,77.582,2.612,walking,0,0,normal_walking
2026-01-04 18:17:36,98.43,97.29,-0.421,-1.038,-0.936,-20.68,-15.172,-4.291,12.947486,77.582102,3.118,walking,0,0,normal_walking
2026-01-04 18:17:48,83.46,97.02,-0.424,-0.935,-0.936,-13.584,-14.719,-7.725,12.947687,77.582506,2.519,walking,0,0,normal_walking
2026-01-04 18:18:00,87.26,99.24,-0.554,-0.832,-0.596,-12.742,-14.671,-8.948,12.947154,77.582032,1.526,walking,0,0,normal_walking
2026-01-04 18:18:12,95.62,97.39,-0.966,-1.243,-0.851,-15.574,-9.194,-7.228,12.946991,77.582624,3.367,walking,0,0,normal_walking
2026-01-04 18:18:24,94.97,97.7,-0.829,-1.053,-0.872,-17.939,-15.219,-7.629,12.947768,77.582891,2.063,walking,0,0,normal_walking
2026-01-04 18:18:36,101.26,97.89,-0.679,-0.755,-0.793,-12.889,-14.744,-10.61,12.947163,77.582752,2.723,walking,0,0,normal_walking
2026-01-04 18:18:48,95.89,98.26,-0.77,-0.864,-0.551,-14.68,-9.56,-8.241,12.947595,77.583132,2.551,walking,0,0,normal_walking
2026-01-04 18:19:00,99.96,99.45,-1.389,-0.934,-0.609,-11.853,-12.361,-10.867,12.946623,77.582038,2.742,walking,0,0,normal_walking
2026-01-04 18:19:12,87.26,98.86,-1.433,-0.909,-0.565,-10.706,-7.562,-9.457,12.946703,77.581912,2.694,walking,0,0,normal_walking
2026-01-04 18:19:24,78.82,98.12,-1.113,-0.867,-0.507,-14.371,-6.259,-8.422,12.947722,77.5831,3.347,walking,0,0,normal_walking
2026-01-04 18:19:36,100.72,98.76,-1.267,-0.628,-0.38,-12.186,-7.08,-8.734,12.947439,77.582726,2.76,walking,0,0,normal_walking
2026-01-04 18:19:48,94.75,98.67,-1.175,-0.541,-0.483,-7.803,-0.113,-5.524,12.947353,77.581945,2.911,walking,0,0,normal_walking
2026-01-04 18:20:00,99.46,96.99,-1.595,-0.301,-0.441,-8.38,-6.283,-4.985,12.946783,77.582766,2.806,walking,0,0,normal_walking
2026-01-04 18:20:12,72.93,100,0.115,-0.209,0.001,-0.833,1.718,0.314,12.947219,77.582574,0.0,resting,0,0,normal_rest
2026-01-04 18:20:24,70.5,99.49,-0.019,-0.087,0.04,0.552,-0.028,1.56,12.947183,77.582903,0.119,resting,0,0,normal_rest
2026-01-04 18:20:36,61.8,98.44,-0.015,-0.05,0.039,0.743,0.731,1.275,12.947653,77.58308,0.194,resting,0,0,normal_rest
2026-01-04 18:20:48,65.04,100,-0.002,-0.119,-0.044,0.876,1.616,0.611,12.947439,77.581949,0.0,resting,0,0,normal_rest
2026-01-04 18:21:00,63.65,97.02,0.054,-0.094,-0.017,-1.074,2.297,0.352,12.947042,77.58278,0.0,resting,0,0,normal_rest
2026-01-04 18:21:12,71.12,98.0,0.002,-0.146,-0.033,1.019,0.996,0.096,12.947656,77.581881,0.0,resting,0,0,normal_rest
2026-01-04 18:21:24,65.12,99.7,0.034,-0.162,-0.042,-0.461,2.682,1.468,12.946843,77.582565,0.145,resting,0,0,normal_rest
2026-01-04 18:21:36,71.0,98.19,0.095,-0.183,0.02,-0.63,1.92,1.053,12.94731,77.582612,0.112,resting,0,0,normal_rest
2026-01-04 18:21:48,64.77,98.66,0.147,-0.206,0.025,-0.424,1.239,1.914,12.946848,77.58242,0.0,resting,0,0,normal_rest
2026-01-04 18:22:00,72.65,98.69,0.108,-0.083,0.012,-0.538,1.557,2.116,12.947359,77.582543,0.0,resting,0,0,normal_rest
2026-01-04 18:22:12,71.0,99.56,0.032,-0.127,-0.006,1.498,1.764,0.371,12.947592,77.581649,0.0,resting,0,0,normal_rest
2026-01-04 18:22:24,68.91,98.91,0.042,-0.079,-0.004,0.505,2.911,1.179,12.946507,77.582208,0.24,resting,0,0,normal_rest
2026-01-04 18:22:36,68.59,99.28,0.027,-0.072,-0.009,0.412,2.434,1.273,12.947578,77.582694,0.021,resting,0,0,normal_rest
2026-01-04 18:22:48,67.31,97.76,0.162,-0.195,-0.036,-0.115,1.534,1.596,12.94694,77.582488,0.0,resting,0,0,normal_rest
2026-01-04 18:23:00,64.15,98.8,0.056,-0.165,-0.044,-0.33,2.616,1.997,12.947204,77.582996,0.024,resting,0,0,normal_rest
2026-01-04 18:23:12,71.52,98.91,0.11,-0.12,-0.0,1.334,3.06,0.821,12.946822,77.581721,0.016,resting,0,0,normal_rest
2026-01-04 18:23:24,55.0,98.2,0.037,-0.214,-0.09,1.267,2.878,1.998,12.947658,77.581794,0.23,resting,0,0,normal_rest
2026-01-04 18:23:36,76.13,98.95,0.192,-0.089,-0.029,1.443,1.654,1.042,12.946522,77.582796,0.0,resting,0,0,normal_rest
2026-01-04 18:23:48,55.78,99.26,0.085,-0.078,-0.013,1.989,2.945,2.206,12.946662,77.582635,0.48,resting,0,0,normal_rest
2026-01-04 18:24:00,71.29,96.67,0.065,-0.141,-0.069,2.339,3.256,1.809,12.94653,77.58315,0.0,resting,0,0,normal_rest
2026-01-04 18:24:12,72.32,97.0,0.081,-0.039,-0.036,1.33,3.178,2.377,12.946989,77.582722,0.107,resting,0,0,normal_rest
2026-01-04 18:24:24,70.52,99.59,0.175,-0.1,-0.039,2.265,3.368,2.029,12.94731,77.582271,0.0,resting,0,0,normal_rest
2026-01-04 18:24:36,74.31,99.31,0.104,-0.027,-0.051,0.522,1.949,2.684,12.946816,77.582082,0.19,resting,0,0,normal_rest
2026-01-04 18:24:48,68.43,98.44,0.177,-0.075,-0.127,2.184,2.218,2.884,12.9469,77.582119,0.08,resting,0,0,normal_rest
2026-01-04 18:25:00,70.13,98.53,0.106,-0.087,-0.12,2.124,2.247,2.159,12.94677,77.582922,0.129,resting,0,0,normal_rest
2026-01-04 18:25:12,62.24,98.6,0.098,-0.126,-0.1,1.184,3.595,1.689,12.946648,77.582047,0.128,resting,0,0,normal_rest
